yearDay,greg,heb,parasha,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39
127,2027-01-15,7 Shevat,Bo,Torah 129 · KST § 116 (p. 67) · Lo Taaseh 196–197,פ Peh · פל · set 6 · day 17 of 22,Chesed shebeHod · shebeTiferet · day 29 of 49,נית · 54 of 72 · מִיָּמִן 6 · פָּנָיו,Winter · 36 of 91 · Ratzo · F2 letter 13 · Eicha 2:13 · מ,1st cycle 10 · day 10 of 13 · Titein Emet Le'Yaakov,Year-Cycle 4 · day 4 of 55,OC 253–254 · Orach Chaim · 253 of 728,Bo · D6 · P3 · C3,set 5 · 15/28 · Mixtures 5 · Non Jewish Food 1,Torah 129 · Zohar II 38–39,§ 116 (p. 67) · Bo,Lo Taaseh 196–197,LT Vayikra · Folio 27 · day 127 of 364,Prayer 63 — second half · day 127 of 364,Ketubot 2 & 3 · Week 19 · Day 1,Jeremiah 40 & 41 · Week 19 · Day 1,Chapter 10 · cycle 10 · day 10 of 13,Sichos HaRan · §127 of 308 · day 127 of 369,OC 253–254 · half-days 253 & 254,Bo,Ben Ish Chai · Halachot,Se’if י״ב · day 10 of 13,יִשְׂמַח יִשְׂרָאֵל בְּעוֹשָׂיו פֵּירוּש שֶׁכָּל מִי שֶׁהוּא מִזֶרַע יִשְׂרָאֵל יֵשׁ לוֹ לִשְׂמוֹחַ בְּשִׂמְחַת ה׳ אַשֶׁר שָׂשׂ וְשָׂמֵחַ בְּדִירָתוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Mixtures 5 · Non Jewish Food 1,Moed Katan · 6b · Yud Shvat,Emunah — 8/27 · Emunah — 9/27,Story 29 · 30 · Bo,Temurah 26 · תְּמוּרָה,Class 8 · of 118,Bo · Day 6,Day 127 · of 369,Chapter 10 · cycle 10,The Garden of Purity · cycle 10 of 13,Phase 10 · day 10 of 13,Gate 28 · Gate 29 · Gate 30 · day 10 of 13,Klei HaMikdash · Biat HaMikdash · Issurei Mizbe'ach · set 5 of 14 · day 15 of 28,Temurah 26 · review,Story 127 · Parshat Bo
128,2027-01-16,8 Shevat,Bo,Torah 130 · KST § 117–118 (p. 67) · Lo Taaseh 195–198,צ Tzaddik · צכ · set 6 · day 18 of 22,Gevurah shebeHod · shebeTiferet · day 30 of 49,מבה · 55 of 72 · הַקּוֹץ 7 · פָּנָיו,Winter · 37 of 91 · Ratzo · F2 letter 14 · Eicha 2:14 · נ,1st cycle 10 · day 11 of 13 · Titein Emet Le'Yaakov,Year-Cycle 4 · day 5 of 55,OC 255–256 · Orach Chaim · 255 of 728,Bo · D7 · P3 · C3,set 5 · 16/28 · Non Jewish Food 2–3 · Bo,Torah 130 · Zohar II 40–41,§ 117–118 (p. 67) · Bo,Lo Taaseh 195–198,LT Vayikra · Folio 28 · day 128 of 364,Prayer 64 — first half · day 128 of 364,Ketubot 4 & 5 · Week 19 · Day 2,Jeremiah 42 & 43 · Week 19 · Day 2,Chapter 10 · cycle 10 · day 11 of 13,Sichos HaRan · §128 of 308 · day 128 of 369,OC 255–256 · half-days 255 & 256,Bo,Ben Ish Chai · Drash · Bo · Drash,Overview · day 11 of 13,"All twelve · Mivtza Chinuch, 5736",Non Jewish Food 2–3,Moed Katan · 6b · Yud Shvat,Emunah — 8/27 · Emunah — 9/27,Story 29 · 30 · Bo,Temurah 27 · תְּמוּרָה,Class 9 · of 118,Sefer Yetzirah · 2:1,Day 128 · of 369,Chapter 10 · cycle 10,The Garden of Purity · cycle 10 of 13,Phase 10 · day 11 of 13,Gate 31 · Gate 32 · Ohr Ne’erav I · day 11 of 13,Ma'aseh HaKorbanot · Temidin u'Musafin · Pesulei HaMukdash · set 5 of 14 · day 16 of 28,Temurah 27 · review,Story 128 · Parshat Bo
129,2027-01-17,9 Shevat,Beshalach,Torah 131 · KST § 119 (p. 68) · Lo Taaseh 199–200,ק Kuf · קל · set 6 · day 19 of 22,Tiferet shebeHod · shebeTiferet · day 31 of 49,פוי · 56 of 72 · אֲבִיָּה 8 · פָּנָיו,Winter · 38 of 91 · Ratzo · F2 letter 15 · Eicha 2:15 · ס,1st cycle 10 · day 12 of 13 · Titein Emet Le'Yaakov,Year-Cycle 4 · day 6 of 55,OC 257–258 · Orach Chaim · 257 of 728,Beshalach · D1 · P4 · C3,set 5 · 17/28 · Kashering Vessels 1–2,Torah 131 · Zohar II 42–43,§ 119 (p. 68) · Beshalach,Lo Taaseh 199–200,LT Vayikra · Folio 29 · day 129 of 364,Prayer 64 — second half · day 129 of 364,Ketubot 6 & 7 · Week 19 · Day 3,Jeremiah 44 & 45 · Week 19 · Day 3,Chapter 10 · cycle 10 · day 12 of 13,Sichos HaRan · §129 of 308 · day 129 of 369,OC 257–258 · half-days 257 & 258,Beshalach,Rav Pe’alim · Vol II · Orach Chayim 20 · Vol II · Orach Chayim 21,Se’if א׳ · day 12 of 13,תּוֹרָה צִוָה לָנוּ מֹשֶׁה מוֹרָשָׁה קְהִלַת יַעֲקֹב · דברים לג:ד,Kashering Vessels 1–2,Moed Katan · 6b · Yud Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 28 · תְּמוּרָה,Class 10 · of 118,Beshalach · Day 1,Day 129 · of 369,Chapter 10 · cycle 10,The Garden of Purity · cycle 10 of 13,Phase 10 · day 12 of 13,Ohr Ne’erav II · Ohr Ne’erav III · Ohr Ne’erav IV · day 12 of 13,Avodat Yom HaKippurim · Me'ilah · Korban Pesach · set 5 of 14 · day 17 of 28,Temurah 28 · review,Story 129 · Parshat Beshalach
130,2027-01-18,10 Shevat,Beshalach,Torah 132 · KST § 120 (p. 68) · Lo Taaseh 198–201,ר Reish · רכ · set 6 · day 20 of 22,Netzach shebeHod · shebeTiferet · day 32 of 49,נמם · 57 of 72 · יֵשׁוּעַ 9 · פָּנָיו,Winter · 39 of 91 · Ratzo · F2 letter 16 · Eicha 2:16 · פ,1st cycle 10 · day 13 of 13 · Titein Emet Le'Yaakov,Year-Cycle 4 · day 7 of 55,OC 259–260 · Orach Chaim · 259 of 728,Beshalach · D2 · P4 · C3,set 5 · 18/28 · Kashering Vessels 3–4,Torah 132 · Zohar II 44–45,§ 120 (p. 68) · Beshalach,Lo Taaseh 198–201,LT Vayikra · Folio 30 · day 130 of 364,Prayer 65 — first half · day 130 of 364,Ketubot 8 & 9 · Week 19 · Day 4,Jeremiah 46 & 47 · Week 19 · Day 4,Chapter 10 · cycle 10 · day 13 of 13,Sichos HaRan · §130 of 308 · day 130 of 369,OC 259–260 · half-days 259 & 260,Beshalach,Rav Pe’alim · Vol II · Orach Chayim 22 · Vol II · Orach Chayim 23,Se’if ב׳ · day 13 of 13,שְׁמַע יִשְׂרָאֵל ה׳ אֶלֹקֵינוּ ה׳ אֶחָד · דברים ו:ד,Kashering Vessels 3–4,Moed Katan · 6b · Yud Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 29 · תְּמוּרָה,Class 11 · of 118,Beshalach · Day 2,Day 130 · of 369,Chapter 10 · cycle 10,The Garden of Purity · cycle 10 of 13,Phase 10 · day 13 of 13,Ohr Ne’erav V · Ohr Ne’erav VI · Ohr Ne’erav VII · day 13 of 13,Chagigah · Bechorot · Shegagot · set 5 of 14 · day 18 of 28,Temurah 29 · review,Story 130 · Parshat Beshalach
131,2027-01-19,11 Shevat,Beshalach,Torah 133 · KST § 121 (p. 69) · Lo Taaseh 202–203,ש Shin · של · set 6 · day 21 of 22,Hod shebeHod · shebeTiferet · day 33 of 49,ייל · 58 of 72 · שְׁכַנְיָהוּ 10 · פָּנָיו,Winter · 40 of 91 · Ratzo · F2 letter 17 · Eicha 2:17 · ע,1st cycle 11 · day 1 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 8 of 55,OC 261–262 · Orach Chaim · 261 of 728,Beshalach · D3 · P4 · C3,set 5 · 19/28 · Taste Transfer 1–2,Torah 133 · Zohar II 46–47,§ 121 (p. 69) · Beshalach,Lo Taaseh 202–203,LT Vayikra · Folio 31 · day 131 of 364,Prayer 65 — second half · day 131 of 364,Ketubot 10 & 11 · Week 19 · Day 5,Jeremiah 48 & 49 · Week 19 · Day 5,Chapter 11 · cycle 11 · day 1 of 13,Sichos HaRan · §131 of 308 · day 131 of 369,OC 261–262 · half-days 261 & 262,Beshalach,Rav Pe’alim · Vol II · Orach Chayim 24 · Vol II · Orach Chayim 25,Se’if ג׳ · day 1 of 13,"בְּכָל דוֹר וָדוֹר חַיָיב אָדָם לִרְאוֹת אֶת עַצְמוֹ כְּאִלוּ הוּא יָצָא מִמִצְרָיִם · פסחים קטז,ב",Taste Transfer 1–2,Moed Katan · 6b · Yud Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 30 · תְּמוּרָה,Class 12 · of 118,Beshalach · Day 3,Day 131 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 1 of 13,Gate 1 · Gate 2 · Gate 3 · day 1 of 13,Mechusrei Kapparah · Temurah · Tumat Met · set 5 of 14 · day 19 of 28,Temurah 30 · review,Story 131 · Parshat Beshalach
132,2027-01-20,12 Shevat,Beshalach,Torah 134 · KST § 122 (p. 70) · Lo Taaseh 201–204,ת Tav · תכ · set 6 · day 22 of 22,Yesod shebeHod · shebeTiferet · day 34 of 49,הרח · 59 of 72 · אֶלְיָשִׁיב 11 · פָּנָיו,Winter · 41 of 91 · Ratzo · F2 letter 18 · Eicha 2:18 · צ,1st cycle 11 · day 2 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 9 of 55,OC 263–264 · Orach Chaim · 263 of 728,Beshalach · D4 · P4 · C3,set 5 · 20/28 · Libational Wine 1–2,Torah 134 · Zohar II 48–49,§ 122 (p. 70) · Beshalach,Lo Taaseh 201–204,LT Vayikra · Folio 32 · day 132 of 364,Prayer 66 — first half · day 132 of 364,"Tosefta Nedarim 2, 3, 4, 5 · Week 19 · Day 6",Jeremiah 50 & 51 · Week 19 · Day 6,Chapter 11 · cycle 11 · day 2 of 13,Sichos HaRan · §132 of 308 · day 132 of 369,OC 263–264 · half-days 263 & 264,Beshalach,Rav Pe’alim · Vol II · Orach Chayim 26 · Vol II · Orach Chayim 27,Se’if ד׳ · day 2 of 13,"כָּל יִשְׂרָאֵל יֵשׁ לָהֶם חֵלֶק לְעוֹלָם הַבָּא שֶׁנֶאֱמַר וְעַמֵךְ כּוּלָם צַדִיקִים לְעוֹלָם יִירְשׁוּ אָרֶץ נֵצֶר מַטָעַי מַעֲשֵׂה יָדַי לְהִתְפָּאֵר · סנהדרין צ,א",Libational Wine 1–2,Moed Katan · 6b · Yud Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 31 · תְּמוּרָה,Class 13 · of 118,Beshalach · Day 4,Day 132 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 2 of 13,Gate 4 · Gate 5 · Gate 6 · day 2 of 13,Parah Adumah · Tumat Tzara'at · Metamei Mishkav u'Moshav · set 5 of 14 · day 20 of 28,Temurah 31 · review,Story 132 · Parshat Beshalach
133,2027-01-21,13 Shevat,Beshalach,Torah 135 · KST § 123 (p. 70) · Lo Taaseh 205–206,א Alef · מא · set 7 · day 1 of 22,Malchut shebeHod · shebeTiferet · day 35 of 49,מצר · 60 of 72 · יָקִים 12 · פָּנָיו,Winter · 42 of 91 · Ratzo · F2 letter 19 · Eicha 2:19 · ק,1st cycle 11 · day 3 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 10 of 55,OC 265–266 · Orach Chaim · 265 of 728,Beshalach · D5 · P4 · C3,set 5 · 21/28 · Libational Wine 3–4,Torah 135 · Zohar II 50–53,§ 123 (p. 70) · Beshalach,Lo Taaseh 205–206,LT Vayikra · Folio 33 · day 133 of 364,Prayer 66 — second half · day 133 of 364,"Tosefta Nedarim 6, 7 &amp; Tosefta Nazir 1, 2 · Week 19 · Day 7",Jeremiah 52 &amp; Ezekiel 1 · Week 19 · Day 7,Chapter 11 · cycle 11 · day 3 of 13,Sichos HaRan · §133 of 308 · day 133 of 369,OC 265–266 · half-days 265 & 266,Beshalach,Rav Pe’alim · Vol II · Orach Chayim 28 · Vol II · Orach Chayim 29,Se’if ה׳ · day 3 of 13,כִּי קָרוֹב אֵלֶיךָ הַדָבָר מְאֹד בְּפִיךָ וּבִּלְבָבְךָ לַעֲשׂוֹתוֹ · דברים ל:יד,Libational Wine 3–4,Chagigah · 7a · Tu B'Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 32 · תְּמוּרָה,Class 14 · of 118,Beshalach · Day 5,Day 133 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 3 of 13,Gate 7 · Gate 8 · Gate 9 · day 3 of 13,She'ar Avot HaTumot · Tumat Ochlin · Kelim · set 5 of 14 · day 21 of 28,Temurah 32 · review,Story 133 · Parshat Beshalach
134,2027-01-22,14 Shevat,Beshalach,Torah 136 · KST § 124 (p. 70) · Lo Taaseh 204–207,ב Bet · נב · set 7 · day 2 of 22,Chesed shebeYesod · shebeTiferet · day 36 of 49,ומב · 61 of 72 · חֻפָּה 13 · פָּנָיו,Winter · 43 of 91 · Ratzo · F2 letter 20 · Eicha 2:20 · ר,1st cycle 11 · day 4 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 11 of 55,OC 267–268 · Orach Chaim · 267 of 728,Beshalach · D6 · P4 · C3,set 5 · 22/28 · Wine Vessels 1 · Idol Worship 1,Torah 136 · Zohar II 54–55,§ 124 (p. 70) · Beshalach,Lo Taaseh 204–207,LT Vayikra · Folio 34 · day 134 of 364,Prayer 67 — first half · day 134 of 364,Ketubot 12 & 13 · Week 20 · Day 1,Ezekiel 2 & 3 · Week 20 · Day 1,Chapter 11 · cycle 11 · day 4 of 13,Sichos HaRan · §134 of 308 · day 134 of 369,OC 267–268 · half-days 267 & 268,Beshalach,Ben Ish Chai · Halachot,Se’if ו׳ · day 4 of 13,וְהִנֵה ה׳ נִצָב עָלָיו וּמְלֹא כָל הָאָרֶץ כּבוֹדוֹ וּמַבִּיט עָלָיו וּבוֹחֵן כְּלָיוֹת וָלֵב אִם עוֹבְדוֹ כָּרָאוּי · תניא פרק מא,Wine Vessels 1 · Idol Worship 1,Chagigah · 7a · Tu B'Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 33 · תְּמוּרָה,Class 15 · of 118,Beshalach · Day 6,Day 134 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 4 of 13,Gate 10 · Gate 11 · Gate 12 · day 4 of 13,Mikvaot · Nizkei Mamon · Genevah · set 5 of 14 · day 22 of 28,Temurah 33 · review,Story 134 · Parshat Beshalach
135,2027-01-23,15 Shevat,Beshalach,Torah 137 · KST § 125–126 (p. 70) · Lo Taaseh 208–209,ג Gimmel · מג · set 7 · day 3 of 22,Gevurah shebeYesod · shebeTiferet · day 37 of 49,יהה · 62 of 72 · יֶשֶׁבְאָב 14 · פָּנָיו,Winter · 44 of 91 · Ratzo · F2 letter 21 · Eicha 2:21 · ש,1st cycle 11 · day 5 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 12 of 55,OC 269–270 · Orach Chaim · 269 of 728,Beshalach · D7 · P4 · C3,set 5 · 23/28 · Idol Worship 2–3 · Beshalach,Torah 137 · Zohar II 56–57,§ 125–126 (p. 70) · Beshalach,Lo Taaseh 208–209,LT Vayikra · Folio 35 · day 135 of 364,Prayer 67 — second half · day 135 of 364,Nedarim 1 & 2 · Week 20 · Day 2,Ezekiel 4 & 5 · Week 20 · Day 2,Chapter 11 · cycle 11 · day 5 of 13,Sichos HaRan · §135 of 308 · day 135 of 369,OC 269–270 · half-days 269 & 270,Beshalach,Ben Ish Chai · Drash · Beshalach · Drash,Se’if ז׳ · day 5 of 13,בְּרֵאשִׁית בָּרָא אֶלֹקִים אֵת הַשָׁמַיִם וְאֵת הָאָרֶץ · בראשית א:א,Idol Worship 2–3,Chagigah · 7a · Tu B'Shvat,Emunah — 10/27 · Emunah — 11/27,Story 31 · 32 · Beshalach,Temurah 34 · תְּמוּרָה,Class 16 · of 118,Sefer Yetzirah · 2:2,Day 135 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 5 of 13,Gate 13 · Gate 14 · Gate 15 · day 5 of 13,Gezelah v'Avedah · Chovel u'Mazik · Rotze'ach u'Shmirat Ne · set 5 of 14 · day 23 of 28,Temurah 34 · review,Story 135 · Parshat Beshalach
136,2027-01-24,16 Shevat,Yitro,Torah 138 · KST § 127 (p. 71) · Lo Taaseh 207–210,ד Dalet · נד · set 7 · day 4 of 22,Tiferet shebeYesod · shebeTiferet · day 38 of 49,ענו · 63 of 72 · בִּלְגָּה 15 · פָּנָיו,Winter · 45 of 91 · Ratzo · F2 letter 22 · Eicha 2:22 · ת,1st cycle 11 · day 6 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 13 of 55,OC 271–272 · Orach Chaim · 271 of 728,Yitro · D1 · P5 · C3,set 5 · 24/28 · Interest 1–2,Torah 138 · Zohar II 58–59,§ 127 (p. 71) · Yitro,Lo Taaseh 207–210,LT Vayikra · Folio 36 · day 136 of 364,Prayer 68 — first half · day 136 of 364,Nedarim 3 & 4 · Week 20 · Day 3,Ezekiel 6 & 7 · Week 20 · Day 3,Chapter 11 · cycle 11 · day 6 of 13,Sichos HaRan · §136 of 308 · day 136 of 369,OC 271–272 · half-days 271 & 272,Yitro,Rav Pe’alim · Vol II · Orach Chayim 30 · Vol II · Orach Chayim 31,Se’if ח׳ · day 6 of 13,וְשִׁנַנְתָּם לְבָנֶיךָ וְדִבַּרְתָּ בָּם בְּשִׁבְתְּךָ בְּבֵיתֶךָ וּבְלֶכְתְּךָ בַדֶרֶךְ וּבְשָׁכְבְּךָ וּבְקוּמֶךָ · דברים ו:ז,Interest 1–2,Chagigah · 7a · Tu B'Shvat,Emunah — 12/27 · Emunah — 13/27,Story 33 · 34 · Yitro,Keritot 2 · כְּרִיתוֹת,Class 17 · of 118,Yitro · Day 1,Day 136 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 6 of 13,Gate 16 · Gate 17 · Gate 18 · day 6 of 13,Mechirah · Zechiyah u'Matanah · Shecheinim · set 5 of 14 · day 24 of 28,Keritot 2 · review,Story 136 · Parshat Yitro
137,2027-01-25,17 Shevat,Yitro,Torah 139 · KST § 128 (p. 72) · Lo Taaseh 211–212,ה Heh · מה · set 7 · day 5 of 22,Netzach shebeYesod · shebeTiferet · day 39 of 49,מחי · 64 of 72 · אִמֵּר 16 · פָּנָיו,Winter · 46 of 91 · Heart of the season · Eicha 5,1st cycle 11 · day 7 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 14 of 55,OC 273–274 · Orach Chaim · 273 of 728,Yitro · D2 · P5 · C3,set 5 · 25/28 · Interest 3–4,Torah 139 · Zohar II 60–61,§ 128 (p. 72) · Yitro,Lo Taaseh 211–212,LT Vayikra · Folio 37 · day 137 of 364,Prayer 68 — second half · day 137 of 364,Nedarim 5 & 6 · Week 20 · Day 4,Ezekiel 8 & 9 · Week 20 · Day 4,Chapter 11 · cycle 11 · day 7 of 13,Sichos HaRan · §137 of 308 · day 137 of 369,OC 273–274 · half-days 273 & 274,Yitro,Rav Pe’alim · Vol II · Orach Chayim 32 · Vol II · Orach Chayim 33,Se’if ט׳ · day 7 of 13,"יָגַעְתִּי וְלֹא מָצָאתִי אַל תַּאַמִין לֹא יָגַעְתִּי וּמָצָאתִי אַל תַּאַמִין יָגַעְתִּי וּמָצָאתִי תַּאַמִין · מגילה ו,ב",Interest 3–4,Chagigah · 7a · Tu B'Shvat,Emunah — 12/27 · Emunah — 13/27,Story 33 · 34 · Yitro,Keritot 3 · כְּרִיתוֹת,Class 18 · of 118,Yitro · Day 2,Day 137 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 7 of 13,Gate 19 · Gate 20 · Gate 21 · day 7 of 13,Shluchin v'Shutafin · Avadim · Sechirut · set 5 of 14 · day 25 of 28,Keritot 3 · review,Story 137 · Parshat Yitro
138,2027-01-26,18 Shevat,Yitro,Torah 140 · KST § 129 (p. 72) · Lo Taaseh 210–213,ו Vav · נו · set 7 · day 6 of 22,Hod shebeYesod · shebeTiferet · day 40 of 49,דמב · 65 of 72 · חֵזִיר 17 · פָּנָיו,Winter · 47 of 91 · Shov · F3 letter 1 · Eicha 3:1–3 · א,1st cycle 11 · day 8 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 15 of 55,OC 275–276 · Orach Chaim · 275 of 728,Yitro · D3 · P5 · C3,set 5 · 26/28 · Interest 5 · Idolatrous Practices 1,Torah 140 · Zohar II 62–63,§ 129 (p. 72) · Yitro,Lo Taaseh 210–213,LT Vayikra · Folio 38 · day 138 of 364,Prayer 69 — first half · day 138 of 364,Nedarim 7 & 8 · Week 20 · Day 5,Ezekiel 10 & 11 · Week 20 · Day 5,Chapter 11 · cycle 11 · day 8 of 13,Sichos HaRan · §138 of 308 · day 138 of 369,OC 275–276 · half-days 275 & 276,Yitro,Rav Pe’alim · Vol II · Orach Chayim 34 · Vol II · Orach Chayim 35,Se’if י׳ · day 8 of 13,וְאָהַבְתָּ לְרֵעַךָ כָּמוֹךָ – רַבִּי עַקִיבָא אוֹמֵר זֶה כְּלָל גָדוֹל בַּתּוֹרָה · ויקרא יט:יח,Interest 5 · Idolatrous Practices 1,Chagigah · 7a · Tu B'Shvat,Emunah — 12/27 · Emunah — 13/27,Story 33 · 34 · Yitro,Keritot 4 · כְּרִיתוֹת,Class 19 · of 118,Yitro · Day 3,Day 138 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 8 of 13,Gate 22 · Gate 23 · Gate 24 · day 8 of 13,She'elah u'Fikadon · Malveh v'Loveh · To'en v'Nit'an · set 5 of 14 · day 26 of 28,Keritot 4 · review,Story 138 · Parshat Yitro
139,2027-01-27,19 Shevat,Yitro,Torah 141 · KST § 130 (p. 73) · Lo Taaseh 214–215,ז Zayin · מז · set 7 · day 7 of 22,Yesod shebeYesod · shebeTiferet · day 41 of 49,מנק · 66 of 72 · הַפִּצֵּץ 18 · פָּנָיו,Winter · 48 of 91 · Shov · F3 letter 2 · Eicha 3:4–6 · ב,1st cycle 11 · day 9 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 16 of 55,OC 277–278 · Orach Chaim · 277 of 728,Yitro · D4 · P5 · C3,set 5 · 27/28 · Idolatrous Practices 2–3,Torah 141 · Zohar II 64–65,§ 130 (p. 73) · Yitro,Lo Taaseh 214–215,LT Vayikra · Folio 39 · day 139 of 364,Prayer 69 — second half · day 139 of 364,"Tosefta Nazir 3, 4, 5, 6 · Week 20 · Day 6",Ezekiel 12 & 13 · Week 20 · Day 6,Chapter 11 · cycle 11 · day 9 of 13,Sichos HaRan · §139 of 308 · day 139 of 369,OC 277–278 · half-days 277 & 278,Yitro,Rav Pe’alim · Vol II · Orach Chayim 36 · Vol II · Orach Chayim 37,Se’if י״א · day 9 of 13,וְזֶה כָּל הָאָדָם וְתַכְלִית בְּרִיאָתוֹ וּבְרִיאַת כָּל הָעוֹלָמוֹת עֶלְיוֹנִים וְתַּחְתּוֹנִים לִהְיוֹת לוֹ דִירָה זוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Idolatrous Practices 2–3,Chagigah · 7a · Tu B'Shvat,Emunah — 12/27 · Emunah — 13/27,Story 33 · 34 · Yitro,Keritot 5 · כְּרִיתוֹת,Class 20 · of 118,Yitro · Day 4,Day 139 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 9 of 13,Gate 25 · Gate 26 · Gate 27 · day 9 of 13,Nachalot · Sanhedrin · Edut · set 5 of 14 · day 27 of 28,Keritot 5 · review,Story 139 · Parshat Yitro
140,2027-01-28,20 Shevat,Yitro,Torah 142 · KST § 131 (p. 73) · Lo Taaseh 213–216,ח Chet · נח · set 7 · day 8 of 22,Malchut shebeYesod · shebeTiferet · day 42 of 49,איע · 67 of 72 · פְּתַחְיָה 19 · פָּנָיו,Winter · 49 of 91 · Shov · F3 letter 3 · Eicha 3:7–9 · ג,1st cycle 11 · day 10 of 13 · Chesed Le'Avraham,Year-Cycle 4 · day 17 of 55,OC 279–280 · Orach Chaim · 279 of 728,Yitro · D5 · P5 · C3,set 5 · 28/28 · Sourcerers and Enchanters 1–2,Torah 142 · Zohar II 66–69,§ 131 (p. 73) · Yitro,Lo Taaseh 213–216,LT Vayikra · Folio 40 · day 140 of 364,Prayer 70 — first half · day 140 of 364,"Tosefta Sotah 1, 2, 3, 4 · Week 20 · Day 7",Ezekiel 14 & 15 · Week 20 · Day 7,Chapter 11 · cycle 11 · day 10 of 13,Sichos HaRan · §140 of 308 · day 140 of 369,OC 279–280 · half-days 279 & 280,Yitro,Rav Pe’alim · Vol II · Orach Chayim 38 · Vol II · Orach Chayim 39,Se’if י״ב · day 10 of 13,יִשְׂמַח יִשְׂרָאֵל בְּעוֹשָׂיו פֵּירוּש שֶׁכָּל מִי שֶׁהוּא מִזֶרַע יִשְׂרָאֵל יֵשׁ לוֹ לִשְׂמוֹחַ בְּשִׂמְחַת ה׳ אַשֶׁר שָׂשׂ וְשָׂמֵחַ בְּדִירָתוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Sourcerers and Enchanters 1–2,Chagigah · 7a · Tu B'Shvat,Emunah — 12/27 · Emunah — 13/27,Story 33 · 34 · Yitro,Keritot 6 · כְּרִיתוֹת,Class 21 · of 118,Yitro · Day 5,Day 140 · of 369,Chapter 11 · cycle 11,The Garden of Knowledge · cycle 11 of 13,Phase 11 · day 10 of 13,Gate 28 · Gate 29 · Gate 30 · day 10 of 13,Mamrim · Evel · Melachim u'Milchamos · set 5 of 14 · day 28 of 28,Keritot 6 · review,Story 140 · Parshat Yitro
